variant,date,sequences
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-04,2.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-06,3.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-14,2.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-15,1.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-19,1.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-20,3.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-21,1.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-25,1.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-27,2.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-29,2.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-01-30,1.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-02-03,1.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-02-19,1.0
A/Vermont/05/2025|EPI_ISL_19726906,2025-02-23,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-01,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-02,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-03,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-04,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-05,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-06,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-07,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-08,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-09,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-10,10.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-11,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-12,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-13,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-14,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-15,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-16,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-17,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-18,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-19,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-20,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-21,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-22,11.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-23,9.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-24,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-25,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-26,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-27,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-28,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-29,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-04-30,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-01,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-02,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-03,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-04,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-05,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-06,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-07,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-08,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-09,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-10,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-11,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-13,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-14,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-15,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-16,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-17,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-18,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-19,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-20,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-21,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-22,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-23,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-24,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-25,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-26,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-27,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-28,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-29,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-30,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-05-31,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-01,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-02,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-03,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-04,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-05,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-06,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-08,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-09,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-10,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-11,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-12,10.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-13,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-14,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-15,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-16,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-17,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-18,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-19,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-20,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-21,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-22,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-23,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-24,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-25,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-26,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-27,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-28,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-29,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-06-30,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-01,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-02,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-03,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-04,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-05,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-06,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-07,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-08,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-09,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-10,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-11,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-12,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-13,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-14,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-15,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-16,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-17,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-18,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-19,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-20,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-22,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-23,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-24,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-25,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-26,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-27,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-28,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-29,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-30,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-07-31,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-01,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-02,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-03,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-04,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-05,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-06,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-08,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-09,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-11,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-12,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-13,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-14,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-15,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-16,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-17,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-19,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-20,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-21,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-22,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-23,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-25,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-26,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-27,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-28,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-29,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-30,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-08-31,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-01,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-03,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-04,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-05,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-06,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-07,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-09,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-10,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-11,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-12,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-13,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-14,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-15,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-16,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-17,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-18,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-19,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-20,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-21,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-22,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-23,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-24,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-25,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-26,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-27,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-28,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-29,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-09-30,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-01,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-02,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-03,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-04,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-05,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-06,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-07,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-09,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-11,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-12,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-13,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-14,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-15,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-16,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-17,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-18,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-20,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-21,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-22,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-23,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-24,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-25,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-26,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-27,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-28,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-29,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-30,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-10-31,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-01,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-02,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-03,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-04,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-05,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-06,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-07,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-08,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-09,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-10,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-11,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-12,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-13,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-14,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-15,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-16,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-17,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-18,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-19,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-20,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-22,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-23,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-24,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-25,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-26,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-27,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-28,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-29,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-11-30,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-01,9.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-02,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-03,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-04,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-05,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-06,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-07,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-08,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-09,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-10,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-11,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-12,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-13,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-14,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-15,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-16,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-17,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-18,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-19,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-20,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-21,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-22,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-23,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-24,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-25,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-26,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-27,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-28,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-29,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-30,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2024-12-31,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-01,8.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-02,7.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-03,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-04,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-05,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-06,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-07,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-08,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-09,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-11,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-12,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-13,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-14,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-15,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-16,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-17,6.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-18,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-19,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-20,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-21,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-22,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-24,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-25,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-26,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-27,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-28,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-29,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-30,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-01-31,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-01,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-03,5.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-04,4.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-05,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-06,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-07,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-10,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-11,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-12,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-13,3.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-17,2.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-19,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-23,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-24,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-02-28,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-03-03,1.0
A/Vermont/10/2025|EPI_ISL_19746072,2025-03-07,1.0
A/Victoria/3599/2024|EPI_ISL_19711423,2024-05-16,1.0
A/Victoria/3599/2024|EPI_ISL_19711423,2024-07-01,1.0
A/Victoria/3599/2024|EPI_ISL_19711423,2024-09-09,2.0
A/Victoria/3599/2024|EPI_ISL_19711423,2024-09-25,1.0
A/Victoria/3599/2024|EPI_ISL_19711423,2024-10-15,1.0
A/Victoria/3599/2024|EPI_ISL_19711423,2024-10-30,1.0
A/Victoria/3599/2024|EPI_ISL_19711423,2024-12-28,1.0
A/Victoria/3599/2024|EPI_ISL_19711423,2025-01-13,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-11-14,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-11-26,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-18,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-20,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-23,4.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-24,6.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-25,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-26,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-27,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-28,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2024-12-30,2.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-04,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-08,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-09,3.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-12,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-13,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-14,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-16,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-21,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-28,2.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-29,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-30,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-01-31,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-02-10,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-02-11,3.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-03-12,1.0
A/Vladimir/RII-MH223382S/2024|EPI_ISL_19689649,2025-03-25,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-10-29,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-11-12,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-11-13,2.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-11-21,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-11-22,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-11-27,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-11-29,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-05,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-12,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-13,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-15,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-16,2.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-17,3.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-21,2.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-23,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-24,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-26,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2024-12-27,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-03,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-04,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-06,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-11,2.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-20,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-23,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-24,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-25,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-26,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-28,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-29,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-01-30,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-02-01,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-02-02,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-02-10,1.0
A/Wisconsin/30/2025|EPI_ISL_19746107,2025-02-17,1.0
